Selected mat file:
original/R_6.00.mat
Selected input idx:
[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 14, 15, 18, 21]
Selected output idx:
[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24 25 26 27 28 29 30 31 32]


 The Models hyperparameter set is:
feat_in  :  14
feat_cond  :  33
PCA_in  :  False
PCA_cond  :  False
clamp  :  2.0
n_CouplingBlock  :  6
permute_soft  :  True
subnet_layer  :  1
subnet_dim  :  300
activation  :  PReLU(num_parameters=1)
condnet  :  False
condnet_layer  :  1
condnet_dim  :  100
condnet_activation  :  ReLU()
batch_norm  :  False
drop_out  :  True
drop_out_rate  :  0.05
optimizer  :  adagrad
learning_rate  :  0.2
optim_eps  :  1e-06
weight_decay  :  2e-05
lr_scheduler  :  True
lr_epoch_step  :  100
lr_factor  :  0.8
epochs  :  1000
batch_size  :  32
test_split  :  0.36
grad_clip  :  2
device  :  cuda:0


| Epoch:    |  Time:  | Loss_maxL_train: |  | Acc_i_val: | L_maxL_val: |
|  274/1000 |     16s |        -45.22545 |  |   0.894368 |   -49.30273 |
|  275/1000 |     16s |        -45.24617 |  |   0.894097 |   -49.07798 |
|  276/1000 |     16s |        -45.21859 |  |   0.895820 |   -49.46422 |
|  277/1000 |     16s |        -45.26010 |  |   0.894493 |   -49.40033 |
|  278/1000 |     16s |        -45.21374 |  |   0.895341 |   -49.40260 |
|  279/1000 |     16s |        -45.24785 |  |   0.895213 |   -49.76479 |
|  280/1000 |     16s |        -45.25541 |  |   0.894309 |   -49.49820 |
|  281/1000 |     16s |        -45.27246 |  |   0.894043 |   -49.70864 |
|  282/1000 |     16s |        -45.24276 |  |   0.894577 |   -49.70606 |
|  283/1000 |     16s |        -45.30981 |  |   0.892934 |   -49.18823 |
|  284/1000 |     16s |        -45.26960 |  |   0.895086 |   -49.48382 |
|  285/1000 |     16s |        -45.27501 |  |   0.894617 |   -49.65117 |
|  286/1000 |     16s |        -45.32492 |  |   0.894563 |   -49.59080 |
|  287/1000 |     16s |        -45.34648 |  |   0.896000 |   -49.84147 |
|  288/1000 |     16s |        -45.02758 |  |   0.894877 |   -49.71261 |
|  289/1000 |     16s |        -45.37605 |  |   0.894104 |   -49.36437 |
|  290/1000 |     16s |        -45.33312 |  |   0.893835 |   -48.64248 |
|  291/1000 |     16s |        -45.36520 |  |   0.894499 |   -49.43486 |
|  292/1000 |     16s |        -45.35230 |  |   0.895860 |   -49.57388 |
|  293/1000 |     16s |        -45.34007 |  |   0.893951 |   -49.92235 |
|  294/1000 |     16s |        -45.35895 |  |   0.896245 |   -49.68085 |
|  295/1000 |     16s |        -45.38510 |  |   0.895023 |   -49.91590 |
|  296/1000 |     16s |        -45.34836 |  |   0.895402 |   -49.76796 |
|  297/1000 |     16s |        -45.39259 |  |   0.895178 |   -49.36255 |
